# Kaynak: hermitdave/FrequencyWords, OpenSubtitles 2018 tr — CC BY-SA 4.0. Sütunlar: kelime, sayı, sıra
bayanlar	21052	1110
yıllar	21025	1111
olanlar	20989	1112
verdin	20988	1113
aptalca	20982	1114
mıyım	20965	1115
nedeni	20954	1116
danny	20952	1117
zamanlarda	20949	1118
haline	20919	1119
altın	20914	1120
çalışan	20889	1121
öldürdü	20874	1122
yaklaşık	20869	1123
yapıyoruz	20866	1124
kendin	20826	1125
dahil	20812	1126
mantıklı	20808	1127
konuş	20788	1128
değer	20762	1129
taraftan	20745	1130
niçin	20733	1131
gideceğim	20731	1132
dua	20687	1133
dinleyin	20670	1134
deniz	20664	1135
duymak	20663	1136
okula	20645	1137
istediği	20564	1138
yolunu	20561	1139
içeride	20559	1140
yaşam	20530	1141
general	20448	1142
olacağız	20398	1143
herkesi	20375	1144
mary	20366	1145
güvende	20356	1146
yapabilir	20349	1147
yapıyorsunuz	20325	1148
edelim	20312	1149
karanlık	20277	1150
ayak	20252	1151
yapmadım	20244	1152
isteyen	20233	1153
alıyor	20230	1154
iyidir	20213	1155
görev	20208	1156
kimseyi	20175	1157
sigara	20149	1158
yaşamak	20141	1159
çıkıp	20139	1160
hediye	20125	1161
çeşit	20112	1162
ortak	20107	1163
edip	20099	1164
aşırı	20088	1165
önceden	20068	1166
bok	20064	1167
güven	20016	1168
polisi	20011	1169
ismi	19979	1170
duyuyor	19953	1171
elde	19941	1172
gitmiş	19908	1173
sarah	19908	1174
amerikan	19886	1175
bey	19855	1176
teki	19848	1177
gerekecek	19841	1178
severim	19826	1179
alıyorum	19790	1180
geldiğinde	19784	1181
sahte	19782	1182
ee	19774	1183
duyuyorum	19761	1184
sizden	19759	1185
muydu	19742	1186
jimmy	19734	1187
isa	19729	1188
kalacak	19719	1189
ahbap	19697	1190
parça	19694	1191
ortadan	19661	1192
mavi	19642	1193
saçmalık	19564	1194
kalmadı	19562	1195
çift	19554	1196
d	19552	1197
isterdim	19541	1198
endişelenme	19540	1199
hayatımı	19534	1200
dışı	19534	1201
rica	19527	1202
kişisel	19521	1203
kadını	19504	1204
yo	19494	1205
elini	19483	1206
derece	19477	1207
salak	19474	1208
inan	19469	1209
fbi	19458	1210
kimi	19457	1211
biliyorsunuz	19447	1212
bul	19412	1213
tan	19407	1214
hani	19398	1215
erkekler	19390	1216
saygı	19385	1217
birazdan	19378	1218
kulak	19376	1219
elimden	19369	1220
evin	19348	1221
ön	19338	1222
tanıyorum	19332	1223
döndü	19298	1224
